pdf_article_link,article_name,abstract,keywords,keywords_score,language
https://jurnal.ipb.ac.id/index.php/jikk/article/view/10002/7821,KEPUASAN DAN LOYALITAS PETANI PADI TERHADAP PESTISIDA,"Satisfaction and loyalty are important factors to mantain and to increase the level of sales. The purpose of this study was to analyze the satisfaction and loyalty to pesticides of paddy farmers. This study used crosssectional design with 100 farmers as samplesthat were chosen by simple random sampling in the village of Cikarawang, District Dramaga, Bogor, West Java. The data was collected by interview techniques using questionnaire.This research used one of pesticides brand that used by paddy farmers at study site. The results showed that the paddy farmers have already satisfied, this result was indicated by CSI value which was 79,14 percent and the proportion of loyalty level mostly in habitual buyer level as much as 41 percent farmers. The analysis revealed a significant positive correlation between the reference group of farmers and the satisfaction of farmers to the pesticides brand. In addition, there was also a significant positive correlation between the frequency of utilization and the brand loyalty of farmers. The model suggested that the family income per capita affect significantly on brand loyalty pesticides among paddy farmers.","['farmers', 'loyalty', 'pesticides']","[0.15661076170477733, 0.12411060613796887, 0.11041902119836197]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/10003/7822,PERUMUSAN STRATEGI PEMASARAN FRY COUNTER DENGAN PENDEKATAN MODEL AIDA,"This research examined factors which are mentioned in various literatures that have influence on AIDA models to buy fry counter which are attention, interest, and desire. The model also influenced by perceived attributes, personal characteristics, and external factors. Furthermore, the analysis result become a basic for formulating the marketing strategy of fry counter as an innovative product. Analysis was carried out using Structural Equation Modeling. The data for this study were collected from 152 respondents who were fish farmers located in Sukabumi Regency, West Java Province. This research found that external and internal factors influenced positively perceived attributes faktors. The external and perceived attributes factors also influenced positively attention factor. The external factor had negative influence but internal and attention factors had positive influence on consumer’s interest. Perceived attributes and interest factors influenced positively desire factor. Managerial implications is elaborated in the discussion.","['factors', 'attributes', 'influenced']","[0.1300469004803925, 0.11905780909922185, 0.11905780909922185]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/10004/7823,FAKTOR-FAKTOR YANG MEMENGARUHI KEPUTUSAN KONSUMEN DALAM PEMBELIAN PRODUK SUSU BUBUK PERTUMBUHAN,"The objectives of this study were to examine the factors of product atribute that affecting consumers in purchase decision making of growth formula for their toddlers. The study was conducted in Jakarta during December 2013 until Februari 2014 and involved 140 respondents of growth formula consumers. Data were analyzed by using logistic regression test. The results indicated that the main factors that influenced the consumers in purchase decision making of growth formula for their toddlers were compositional and nutritional value, suitability of milk that consume by their toddler, and product safety. Marketing strategy which can do by producer is educating consumer about the important composition and nutritional value contained in growth formula, reformulating ingredient contained in growth formula so that resulting a positive effect for a toddler who consume it, following requirement and licensing Ministry of Health and The National Agency of Drugs and Food Control (BPOM) to ensure that products which are available in market are the safe products.","['formula', 'growth', 'consumers']","[0.14090986704569536, 0.14090986704569536, 0.12522341696789913]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/10005/7824,"KEPUASAN, CITRA, DAN LOYALITAS PADA LEMBAGA PENDIDIKAN TINGGI: KASUS DI AKADEMI XYZ","The research examined factors influencing the image, satisfaction and loyalty to XYZ Academy and its relation between those aspects. The research used proportional random sampling to chose the samples; the proportion was selected based on semester and class. The samples were college students of XYZ Academy from thirde and fifth semester and the amounts were 300 college students. The data collection used personally administered questionnaire. Data analysis was conducted using descriptive analysis, Structural Equation Modeling (SEM), and Importance-Performance Analysis (IPA). The result showed that image of academy had the highest relation with student loyalty; influence of image on loyalty had twice effect compared to student satisfaction. Service quality of academic staff only had an influence on student satisfaction; variable representing the main facilities only had an influence on image of academy, while service quality of laboratory staff influenced both image of academy and student satisfaction. The result indicates that higher education institution can do","['image', 'academy', 'student']","[0.10981024807793402, 0.097867949590623, 0.09079862606990327]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/9990/7811,"FAKTOR SUKU DALAM POLA KOMUNIKASI, PENYESUAIAN SUAMI ISTRI, DAN KEHARMONISAN KELUARGA","The aim of the study was to analyze communication pattern, marital adjustment, and family harmony among two types of ethnic family. This study involved 30 families with husband and wife who were from the same ethnic","['family', 'ethnic', 'study']","[0.25809147773429825, 0.2507168749584733, 0.2507168749584733]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/9992/7812,HUBUNGAN TINGKAT STRES IBU DAN PENGASUHAN PENERIMAANPENOLAKAN DENGAN KONSEP DIRI REMAJA PADA KELUARGA BERCERAI,"This study aimed to analyze relationship between level of maternal stress and parental acceptance-rejection with adolescent’s self-concept on divorced family. This cross-sectional study designed research were located at Tanah Sareal and Bogor Barat, Bogor city. This research involved 50 adolescents around age 12-18 from divorced family and their mothers were selected conveniencely. The data were collected by interview and selfreport using questionnaire. The level of maternal stress was measured by using symptoms of stress, parenting","['stress', 'using', 'bogor']","[0.16231549150967892, 0.1265781653643745, 0.10967414552442138]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/9993/7813,PENGARUH PROGRAM CORPORATE SOCIAL RESPONSIBILITY (CSR) TERHADAP KESEJAHTERAAN KELUARGA DI SEKITAR TAMBANG,"This research aimed to analyze the influence of Corporate Social Responsibility (CSR) program onfamily’s well-being in Batulicin mining area, South Kalimantan. This study applied a combination of cross-sectional and","['applied', 'combination', 'cross']","[0.223606797749979, 0.223606797749979, 0.223606797749979]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/9994/7814,KESEJAHTERAAN KELUARGA PESERTA DAN BUKAN PESERTA PROGRAM GERAKAN PEREMPUAN UNTUK OPTIMALISASI PEKARANGAN (GPOP),Program of Women’s Movement for Home garden Optimization (GPOP) was one of the government's efforts to encourage families to manage home garden optimally in order to improve the family well-being. This program was,"['program', 'garden', 'home']","[0.5718640286155535, 0.20200476949449442, 0.20200476949449442]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/9995/7815,AKTIVITAS BERSAMA ORANG TUA-ANAK DAN PERLINDUNGAN ANAK MENINGKATKAN KESEJAHTERAAN SUBJEKTIF ANAK,"In achieving better child well-being, international and Indonesia have agreed to increase efforts in the protection of children, including increasing the capacity of parents to perform better parenting. Time-shared activities among parent and children are important factor to create qualified parenting. The purpose of this study was to analyze the time-shared activities among parents-children and child protection in the family and its influence on children’s subjective well-being. This study was a cross-sectional design. Study sites were selected","['study', 'children', 'selected']","[0.19473195843018015, 0.15067861087588014, 0.12781408827927498]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/9996/7816,NILAI DAN TIPE KONSUMEN RUMAH TANGGA DAN KAITANNYA DENGAN PERILAKU PEMBELIAN PRODUK MAKANAN KEMASAN,"Characteristics of consumers play an important role in determining the purchasing decision process, including the value and type of consumers. The purpose of this study was to analyze the effects of values and type of households on purchasing behavior of packaged foods in rural and urban areas of Bogor. This research used cross sectional design and involved 80 households who consumed packaged food; selected by random sampling at chosen study site. The result of the study revealed that households in urban area had better value of consumer than in rural area (p<0,01). Most of consumer both in urban and rural areas categorized as type of active consumer. The purchasing behavior in urban households was found higher than urban ones. Moreover, the research found a significant correlation among value of consumer, type of consumer, and purchasing behavior of packaged foods. Age of consumer, length of wife’s education, family size, and family income influenced significantly on purchasing behavior of packaged foods in rural and urban areas.","['consumer', 'urban', 'purchasing']","[0.16629485846321185, 0.1566117333870568, 0.11413596983810147]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/9998/7817,ANALISIS NIAT BELI ASURANSI JIWA PADA MAHASISWA: APLIKASI THEORY OF PLANNED BEHAVIOR,"The decision making to buy the life insurance product can be determined by supported attitude for the intention. The purpose of this research was to analyze life insurance purchase intention of college students using the application of the Theory of Planned Behavior (TPB). This research used cross sectional design and involved 250 college students who attended Personal Financial Management Course. Characteristics of college students were measured among three dimensions that were social demography characteristics, value, and financial","['characteristics', 'college', 'students']","[0.14178243465715043, 0.138732253443453, 0.138732253443453]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/9982/7804,KESIAPAN MENIKAH PADA DEWASA MUDA DAN PENGARUHNYA TERHADAP USIA MENIKAH,"This study aimed to analyze marriage readiness factors among young adults and to analyze its influences on the marriage age. Samples in this study were 110 college students. Qualitative data of marriage readiness was analyzed using content analysis approach, revealed seven factors that are emotional, role, financial, social, age, spiritual, and sexuality readiness. Quantitative data of marriage readiness was analyzed by using analysis factor, and revealed ten factors that are emotional control, empathy ability, financial, role, age, and sexuality readiness, communication skill, social ability, social cognitive, and tolerance. Based on the two analysis, marriage readiness factors among young adults were emotional (emotional control and empathy), social (social ability, social cognitive, and tolerance), role, communication, age, financial, and sexual. Marriage readiness between male dan female was different, for male the most important was financial readiness, but female was emotional readiness. Ideal marriage age for male was 26,3 and for female was 23,9 years old, but expected age to marriage of male was 26,1 and female was 24,2 years old. Statistic regression analysis showed that marriage readiness influence the marriage age. The increasing of empathy ability and financial readiness influenced on increasing age of marriage. Meanwhile, the increasing of age readiness, sexuality, and communication ability influenced on the decreasing of marriage.","['readiness', 'marriage', 'age']","[0.16819192561061116, 0.15677121457466486, 0.12542746575637792]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/9983/7805,HUBUNGAN ANTARA INVESTASI DAN KUALITAS ANAK USIA SEKOLAH PADA KELUARGA PETANI,"Quality of human resources can be generated by child investment that conducted by parents. The study aimed to analyze correlation between investment and quality of school-aged children of farmer family in Cirebon District, West Java Province. Samples were farmer families who had children of school-age (11-12 years) in Buyut village that were selected by simple random sampling. This research involved 30 farmer families. Data was collected by interview with questionnaires and in-depth interview. Data was analyzed by correlation test. Child investment consist of material investment (family expenditure for child) and nonmaterial investment (time allocation, parent-child communication, and parenting pattern). Child quality consist of physical quality, cognitive quality, psicosocial quality, and child behavior. The results showed that child investment and child quality of farmer families were in the moderate category. Child investment will be better with increasing child’s age and parental education. Family investment especially nonmaterial investments correlated significantly with child quality. Child quality will be better with increasing nonmaterial investment who were done by family.","['child', 'quality', 'investment']","[0.1860887589095398, 0.14952010667446414, 0.13709515052355775]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/9984/7806,GAYA PENGASUHAN PERMISIF DAN RENDAHNYA SOSIALISASI NILAI DALAM KELUARGA BERISIKO TERHADAP PENURUNAN KARAKTER REMAJA,Parenting style and parents’ methods of socialization that examine the interaction between parents and child are the important factors toward adolescent’s quality. This research was aimed to analyze the influence of the,"['aimed', 'analyze', 'influence']","[0.25, 0.25, 0.25]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/9985/7807,"NILAI EKONOMI ANAK, MOTIVASI, DAN SELF-ESTEEM PEKERJA ANAK",Analysis of influence of the child’s economic value and motivation on self-esteem of child labor in one of the business center in Bogor District was the goal of this research. The study involved 40 child laborers and their parents that were selected by snowball. Data were analyzed using independent samples t-test and multiple linear regression test. The results showed that parents' perceptions of child labor related future of child’s economic value and the child’s economic value currently in the moderate category. Motivation of child labors (intrinsic and extrinsic) and self-esteem were also in the moderate category. Self-esteem of child labor increased by increasing length of child to attend formal education and decreased in children who was dropping outs of school. Selfesteem of child labor was also decreased with decreasing extrinsic motivation.,"['child', 'motivation', 'labor']","[0.21034601690459384, 0.11226570499717183, 0.10936752956778406]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/9986/7808,NILAI DAN PENGARUHNYA TERHADAP PERENCANAAN KEUANGAN KELUARGA DALAM PEMBELIAN ASURANSI JIWA,Life insurance is one of many ways to anticipate risks in the future. The aim of this research was to analyze,"['aim', 'analyze', 'research']","[0.28867513459481287, 0.28867513459481287, 0.28867513459481287]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/9987/7809,PERILAKU INVESTASI ANAK PADA KELUARGA MISKIN DAN TIDAK MISKIN,"Investment behavior is an important factor to reach qualified children outcomes. This study aimed to analyze the differences in value of children, the investment behaviors, and family expenditure allocation to investment between the children of poor and non-poor families. In addition, this study also aims to analyze the influence of family characteristics, the value of the child, and investment behavior towards children investment expenditure allocation. The study involved 55 families with elementary school children (grade 1 and 2) in Kotabatu village,","['investment', 'children', 'study']","[0.23475174313115887, 0.20407696591597352, 0.14464656271011864]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/9988/7810,PERSEPSI RISIKO DAN NIAT PENGGUNAAN ALAT KONTRASEPSI,"One of efforts to reduce the birth rate can be conducted by using contraceptive. This study aimed to analyze the relationship among information access, knowledge, perceived risk, and the intention to use contraceptive. The","['contraceptive', 'birth', 'conducted']","[0.2304463344125391, 0.1824982340723791, 0.1824982340723791]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/7704/5968,TIPOLOGI KELUARGA DI WILAYAH PERDESAAN DAN PERKOTAAN,"This study aimed to analyze the differences in the typology of families living in rural and urban areas. This explanatory study involving 240 families (each of 120 families in rural and urban areas) were selected by stratified disproportional random sampling of eight villages in four districts of Bogor regency and municipality. Family tipology includes four dimensions (regenerative, resilient, rhythmic, and ritualistic), which was built by eight indicator and produced 16 family typology. Instrument on family typology developed by referring McCubbin & Thompson (1987), and the data were analyzed by descriptive and inference (the relationship and difference test). Different test results showed that in general, urban families had a better typology than families in rural areas. The proportion of families according to rhythmic and ritualistic dimension in urban areas were higher than in rural areas. Nest structure analysis showed that only a quarter of the family that had four best typology (regenerative, resilient, rhythmic, and ritualistic). Based on this research, it is important for the government to improve family resilience and empowerment programs.","['families', 'areas', 'family']","[0.15206722901294215, 0.1338352711399512, 0.12224008127667889]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/7705/pdf,"HUBUNGAN KELOMPOK TEMAN SEBAYA, STRATEGI KOPING, DAN URUTAN KELAHIRAN DENGAN KECERDASAN SOSIAL PADA MAHASISWI TPB IPB","The research was to analyze the correlation of relationships of peer group, coping strategy, and  birth order with social intelligence of undergraduate female student. This research involved 99 first grade undergraduate female students of Bogor Agricultural University that was choosed by cluster random sampling. Data was collected by self report and was analyzed by descriptive and inferensia statistics (one way ANOVA different test and Pearson correlation test). The results showed that undergraduate female student that was involved in this research had quality of relationship with peer group in adequate category, coping strategy in high category, and social intelligence in adequate category. Coping strategy of undergraduate female student differ significantly based on birth order. Birth order, peer group number (in class, dormitory, and other place), and quality of relationship with peer group correlated significantly with social intelligence.","['group', 'peer', 'female']","[0.12924645915256947, 0.12924645915256947, 0.125282551246746]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/7706/5974,"NILAI BUDAYA, PENGASUHAN PENERIMAAN-PENOLAKAN, DAN PERKEMBANGAN SOSIAL ANAK USIA 3-5 TAHUN PADA KELUARGA KAMPUNG ADAT URUG, BOGOR","The aim of the research was to analyze the cultural values, parental acceptance-rejection, and social development of 3-5 years old children at Kampung Adat Urug families, Bogor. This research involved 60 samples that were selected by proportional random sampling. Data collected by interview and observation. Social development was measured by Vineland Social Maturity Scale (VSMS). Data was analyzed by descriptive and Spearman correlation test. The results showed that mostly parents in this research applied higher parental acceptance which is indicated by the affection/ warmth from the parents. Girls more accepted and parents more likely to be warm than to boys. Parental acceptance-rejection correlated significantly with sex and social activity of mother. The results also showed that more than a half children had social development in moderate categorize. Girls had better social development than boys. Social development correlated significantly with education and social activity of mother. Social development didn’t correlate significantly with parental accepatance-rejection.","['social', 'development', 'significantly']","[0.16362622835068716, 0.11936758823981579, 0.08518316592936438]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/7707/pdf,TIPOLOGI KELUARGA PADA KELUARGA MISKIN DAN TIDAK MISKIN,"Family typology is a concept that describes the behavior of family in facing stressful conditions. Family typology consists of 4 dimensions such as regenerative families, resilient families, rhythmic families, and ritualistic families. This research was to analyze the differences of family typology between poor and non-poor family. Families in this study consisted of 30 poor families and 30 non-poor families which were selected by stratified random sampling. Dimensions of family typology was measured by eight family typology indicator, that are family hardiness, family coherence, family bonding, family flexibility, family times and routines, the valuing family times and routines, family tradition, and family celebration. The results showed that resilient family typologies in poor families different significantly from non-poor families, where non-poor families have higher percentage for the typology of resilient family.","['family', 'families', 'poor']","[0.31502126451170914, 0.2971049156414378, 0.22839871071471554]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/7708/5971,"PENGARUH NILAI, TINGKAT PENGETAHUAN, DAN SIKAP TERHADAP PERENCANAAN KEUANGAN HARI TUA","This study aimed to analyze the correlation between attitudes, subjective norms, and behavioral control in financial retirement planning. In addition, this study also aimed to analyze the influence of student characteristics, family characteristics, values, knowledge, attitudes, subjective norms, and behavioral control on the intention to do financial retirement planning that was approached by Theory of Planned Behaviour. The study involved 250 undergraduate students of Bogor Agricultural University who took management of financial consumer courses. Value was measured by Multi Item Measures of Values (MILOV). Data were collected by self-report techniques and was analyzed by hierarchical cluster analysis, Pearson correlation test, and logistic regression test. The results showed that attitudes, subjective norms, and behavioral control correlated positive significantly with the intention to do financial retirement planning. In addition, the intention to do financial retirement planning was influenced by age, father’s income, the value (the value’s orientation was low on a sense of accomplishment dimension and self-respect dimension; high on security dimension and self-fulfilment dimension), knowledge, and attitudes.","['financial', 'attitudes', 'planning']","[0.11065601210891111, 0.09953861533940778, 0.09953861533940778]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/7709/5972,PENGARUH NILAI TERHADAP SIKAP DAN PERILAKU PENGURANGAN KONSUMSI BERAS PADA IBU RUMAH TANGGA DI WILAYAH PERDESAAN DAN PERKOTAAN,"This study aimed to analyze the values, attitudes, and behavior on rice consumption reduction in rural and urban areas. The research was conducted in the Cikarawang Village and Sempur Village, Bogor. The total samples were 109 housewives who were proportional randomly selected. Data was collected through self-report techniques and analyzed by descriptive and inferential statistics (different test, correlation test, and regression test). The results showed that there were significant differences between values, attitudes (cognitive aspects, affective aspects, and conative aspects), and behavior of rice consumption reduction on consumers who live in rural and urban areas. The correlation test also showed that the values, attitudes, and behaviors of rice consumption reduction were correlated significant . Values and also the attitude of consumers influenced significantly on the behavior of rice consumption reduction.","['test', 'consumption', 'reduction']","[0.12750521300064285, 0.11784192968030592, 0.11784192968030592]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/7710/5973,ANALISIS PERILAKU PEMBELIAN BUAH DI PERDESAAN DAN PERKOTAAN,"This study aimed to analyze the differences of purchasing behavior of fruit in rural and urban areas. In addition, this study also aimed to analyze the influence of family characteristics and knowledge on the purchasing behavior of the fruit. The study was conducted in the Panaragan Village (Bogor City) and Cihideung Ilir village (Bogor Regency) and involved a number of respondents that were 99 housewives that were selected randomly. Data were collected by interviews and analyzed by descriptive analysis, different test, and regression test. The results showed that the housewives of rural areas had the knowledge and purchasing behavior that were significantly different than in the urban’s housewives. Purchasing behavior based on the type of fruit, fruit origin, frequency of purchase, and the purchase amount of fruit were affected by age and length of education. In addition, income and knowledge also influenced the purchasing behavior of fruit housewives based on the origin of the fruit.","['fruit', 'behavior', 'purchasing']","[0.19586708926544336, 0.1318888478287501, 0.1318888478287501]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/7697/pdf,"INTERAKSI DENGAN CUCU, KUALITAS PERKEMBANGAN, DAN GEJALA STRES PADA KAKEK/NENEK"," This research aimed to analyze intergenerational interaction between grandparents and grandchildren, quality of grandparent’s development, symptoms of grandparent’s stress, and also its correlation among those variables. This research located at one of village in Rembang District, Central Java Province and involved 30 grandfathers and 30 grandmothers with their grandchildren that choosen by snowball method. Data was collected by interview using structure questionnaire. Data was analyzed by descriptive analysis, independent t-test, and correlation analysis. Quality of development (cognitive and reflective dimension) of grandfathers were higher than grandmothers. Interaction type of formal, fun-seeking, and distant figure were statistically different between grandfathers and grandmothers. Grandparent’s education was correlated positively significant with type of formal and fun-seeking. Father and mother age of grandchildren was correlated positively significant with type of distant figure. Grandparent’s income per capita was correlated negatively significant with psychological symptoms of stress and general symptoms of stress. Interaction role of remote was correlated negatively with physical symptoms of stress and general symptoms of stress.","['stress', 'symptoms', 'correlated']","[0.11105315457079648, 0.11105315457079648, 0.09218507333332641]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/7698/5961,"PERAN GENDER, KONTRIBUSI EKONOMI PEREMPUAN, DAN KESEJAHTERAAN KELUARGA PETANI HORTIKULTURA","This research was to analyze the role of gender, women's economic contribution, and family welfare of horticulture families in Sindangjaya village, Cianjur District, West Java Province. This research involved 30 families that chosen purposively and collecting data was held by interview. Gender roles consist of gender roles in domestic, public, and farm financial management activities. Economic contribution was measured by the proportion of women income in family income. Objective well-being was measured by poverty line of BPS and subjective well-being was measured by wife’s satisfaction. Data was analyzed by descriptively and Pearson correlation test. The results showed that gender roles in domestic and public activities in moderate category and gender roles in farm financial management in high category. Average of women's economic contribution in family income was 11,3 percent. Mostly family were nonpoor families base on BPS indicator and also had subjective well-being in moderate category. Women's economic contribution was correlated significantly with objective and subjective well-being.","['income', 'gender', 'contribution']","[0.10760610256330075, 0.10264257833708083, 0.1025139761264268]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/7700/5963,PERILAKU BULLYING DAN KARAKTER REMAJA SERTA KAITANNYA DENGAN KARAKTERISTIK KELUARGA DAN PEER GROUP,"The purpose of this study was to determine the relationship among family characteristic, peer group, character (respectful and empathy), and bullying of youth at Bogor City. This study also aim to analyse the difference of peer group cohesiveness, bullying role, and character based on sex and school group. Fifty female and fifty male students, ages 16-18, from public and private vocational high school were selected by cluster random sampling. Result showed that there was significant difference at peer group cohesiveness between private and public schools, but no difference between male and female students. Female students more respectful than male and it were significantly different. Based on school group, there was no difference on their character. Female students also had higher score of bullying and they dominantly conducted verbal bullying. Ages of parents was significantly related to character of youth (respectful and empathy). Peer group cohesiveness was significantly related to bullying; the more cohessive to their peers, more bullying conducted by youth. It also showed that character were negatively significant related with bullying.","['bullying', 'group', 'character']","[0.15212607193630054, 0.13270630498849678, 0.12830494368791284]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/7699/pdf,"GAYA HIDUP, MANAJEMEN KEUANGAN, STRATEGI KOPING, DAN KESEJAHTERAAN KELUARGA NELAYAN","The aim of this research was to analyze the influence of family characteristic, lifestyle, financial management, and coping strategies toward the fisherman families well-being (objective and subjective). The study involved 88 fisherman families which having school children and were chosen purposively. Data was collected by interview and analyzed by descriptive, hierarchical cluster analysis, multiple linear regression analysis, and logistic regression analysis. The research results showed that the lifestyle of fisherman families were family oriented. Financial management was categorized as medium. When they were having the decrease of income, they tend to do cutting back as coping strategies rather than generating income. Most of fisherman families are classified as nonpoor by objective indicator. The objective well-being was influenced by the family size and family income per capita per month. Meanwhile, the subjective well-being of fisherman families were categorized as medium. The subjective well-being was influenced by wifes’ age and productive oriented lifestyle.","['families', 'fisherman', 'family']","[0.1222208560377395, 0.1222208560377395, 0.09634096836021115]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/7701/5964,PENGARUH NILAI DAN GAYA HIDUP TERHADAP PREFERENSI DAN PERILAKU PEMBELIAN BUAH-BUAHAN IMPOR,"This study was intended to determine the influence of values and lifestyle on the preferences and purchasing behavior of imported fruits. This study applied cross sectional design and involved 60 housewives which were randomly selected. The result showed that most of the housewives’ ethnocentrism level was categorized at low level and most of them were considered to perform family oriented lifestyle. The fruit preferences showed that imported apple and longan were more preferred than the local ones, while local oranges were more preferred than the imported one.The result also indicated that preferences toward imported longan significantly correlated with preferences toward imported apple and oranges. Regression analysis revealed that ethnocentrism significantly affect preferences of imported oranges and purchasing of imported apple. The results also confirmed that social active oriented lifestyle significantly affected purchasing of imported apple.","['imported', 'preferences', 'purchasing']","[0.19813250621001177, 0.13424723646445724, 0.11816639033922842]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/7702/5965,"ALOKASI WAKTU, MOTIVASI, KENDALA, DAN NIAT BERWIRAUSAHA PADA ISTERI NELAYAN","This study aimed to analyze the difference of time allocation of fishermen’s wives on common days and harvest; the correlation between allocation of time, motivation, barrier, and entrepreneurial intentions; and also influence of allocation of time, motivation, and barrier toward entrepreneurial intentions of fishermen’s wives. The study involved 100 fishermen’s wives that were selected purposively. Data was collected through interviews. The result showed that time allocation of fishermen’s wives was differ significantly on common days and harvest. Time allocation of productive activity increased on harvest compared to common days. Correlation analysis showed that entrepreneurial motivation correlated negative significantly with barrier and positive significantly with entrepreneurial intentions. Meanwhile, entrepreneurial intentions correlated negative significantly with entrepreneurial barrier. The finding also revealed that the motivations, barriers, and time allocation on productive activities at common days influenced entrepreneurial intentions significantly.","['entrepreneurial', 'significantly', 'allocation']","[0.17438389752850048, 0.1417372562442565, 0.1341916026813586]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/7703/11394,"PERSEPSI, PENGETAHUAN, DAN PERILAKU MEMBACA KORAN ONLINE PADA MAHASISWA","This study aimed to analyze the correlation between college students characteristic, family characteristic, perception, knowledge, families behavior, peer groups behavior, and college student behavior in reading online newspaper. This study involved 100 college students that were choosed by convenience method. Data was collected by self report. The results showed that college students had knowledge and perception of online newspaper in moderate category. Students knowledge correlated significantly with father occupation, while perception correlated significantly with gender and father occupation. Meanwhile, family and peer groups behavior in reading online newspaper in low category. Family behavior in reading online newspaper correlated significantly with money pocket, income, and mother occupation. Students behavior in reading online newspaper was measured by duration and frequency. Students reading online newspaper less than one hour with frequency at unpredictable time. Based on duration, students behavior correlated significantly with perception, while based on frequency, students behavior correlated significantly with family size and family income.","['behavior', 'students', 'newspaper']","[0.1474092646411, 0.13313652996759676, 0.12433959843121012]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6345/11332,"GAYA PENGASUHAN ORANG TUA, INTERAKSI SERTA KELEKATAN AYAH-REMAJA, DAN KEPUASAN AYAH"," The aim of this research was to analyze the correlation among parenting styles, interaction and attachment of father-adolescence, and father’s satisfaction. This study involved 60 fathers, devided into 30 fathers with male children and 30 fathers with female children who aged 12-14 years. Data was analyzed by descriptive, independent sample t-test, and Pearson corellation. The result showed that mostly adolescent perceived their parents as democratic parenting style. Mostly, communication pattern between father and adolescent was conversation-orientation, while the communication type was consensual. The mean of father-adolescent interaction in a day was 0,47 hours for male and 0,64 hours for female adolescent. There was positive significant between democratic parenting style with communication pattern of conversation-orientation. Communication pattern of conversation-orientation that applied by fathers was positively related to the dimensions of trust in attachment of father-adolescent. Communication pattern of conformity-orientation that applied by fathers was negatively related to fathers’ satisfaction levels.","['fathers', 'communication', 'adolescent']","[0.1466809486267512, 0.13568530752651797, 0.1251115392868623]",English
https://jurnal.ipb.ac.id/index.php/jikk/article/view/6342/11333,KESIAPAN MENIKAH DAN PEMENUHAN TUGAS KELUARGA PADA KELUARGA DENGAN ANAK USIA PRASEKOLAH," The aimed of this research was to analyze the difference, correlation, and influence of marital readiness, basic task, crisis task, and development task fulfillment of preschool families in Bubulak Village, Bogor District, West Java Province. Ninety families with preschool-aged children were chosen by simple random sampling. Data were collected by interviews and analyzed by descriptive, Pearson correlation, and multiple linear regression test. The results showed that wife marital readiness lower compared with husband marital readiness. Husband and wife marital readiness correlated with family tasks fulfillment. Husband and wife marital readiness also had a significant effect on family developmental tasks. Family developmental tasks and wife marital readiness influenced on child development. Husband and wife marital readiness also have a significant effect on the family crisis task. Based on this, policy makers were expected to increase family’s strength and empowerment, especially in family with school-aged children.","['marital', 'readiness', 'family']","[0.16146128698229523, 0.16146128698229523, 0.1553327271664651]",English
