pdf_article_link,article_name,abstract,citation,keywords,keywords_score,keywords_score_dictionary,language
https://jurnal.ipb.ac.id/index.php/jikk/article/view/38108/23023,"TEKANAN EKONOMI, COPING EKONOMI, DUKUNGAN SOSIAL, DAN KESEJAHTERAAN PEREMPUAN KEPALA KELUARGA","Keluarga yang dikepalai perempuan rentan terhadap kemiskinan yang tak lain disebabkan oleh faktor pendapatan yang rendah dan lingkungan yang tidak mendukung. Penelitian ini menggunakan desain cross-sectional dan diteliti secara kuantitatif yang bertujuan untuk menganalisis pengaruh tekanan ekonomi, coping ekonomi, dan dukungan sosial terhadap kesejahteraan perempuan kepala keluarga. Penelitian ini melibatkan 100 perempuan yang bercerai dan memiliki anak di Jawa Barat dengan menggunakan non-probability voluntary sampling. Berdasarkan hasil penelitian, rata-rata usia responden adalah 39 tahun dan lama menjanda adalah 4 tahun. Sebagian besar responden memiliki pekerjaan tidak tetap dengan pendapatan di bawah garis upah minimum provinsi. Lebih dari setengah (66,0%) responden memiliki rasio aset lebih sedikit daripada utang dan semua (100,0%) responden memiliki utang. Variabel tekanan ekonomi, coping ekonomi, dukungan sosial, dan kesejahteraan berada pada kategori sedang. Karakteristik seperti pekerjaan dan lama menjanda berpengaruh positif dan negatif signifikan terhadap kesejahteraan subjektif. Coping ekonomi berpengaruh negatif signifikan terhadap kesejahteraan subjektif. Dukungan sosial juga berpengaruh positif siginifikan terhadap kesejahteraan subjektif. Pekerjaan dan rentang lama menjanda menjadi faktor yang dapat memengaruhi tingkat kesejahteraan keluarga. Kesejahteraan pun dapat diperoleh jika perempuan kepala keluarga tidak memiliki utang. Semakin sedikit coping ekonomi yang dilakukan oleh perempuan kepala keluarga, serta semakin banyak dukungan sosial yang didapatkan akan meningkatkan tingkat kesejahteraannya.","YulfaR., PuspitawatiH., & MuflikhatiI. (2022). TEKANAN EKONOMI, COPING EKONOMI, DUKUNGAN SOSIAL, DAN KESEJAHTERAAN PEREMPUAN KEPALA KELUARGA. Jurnal Ilmu Keluarga & Konsumen, 15(1), 14-26. https://doi.org/10.24156/jikk.2022.15.1.14","['kesejahteraan', 'ekonomi', 'memiliki']","[0.11750228176232855, 0.10518469322400918, 0.08575714746282642]","{'kesejahteraan': 0.11750228176232855, 'ekonomi': 0.10518469322400918, 'memiliki': 0.08575714746282642}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/36845/23024,PENGARUH DEMOGRAFI KELUARGA DALAM PENGASUHAN PERTUMBUHAN DAN PERKEMBANGAN JIWA ANAK USIA DINI,"Keluarga merupakan sekolah utama bagi anak untuk tumbuh berdasarkan fitrah masing-masing sehingga apa pun yang terjadi di keluarga tentunya memberikan pengaruh terhadap perkembangan anak usia dini. Studi ini bertujuan untuk menganalisis pengaruh dan melihat perbedaan dari status ekonomi, tempat tinggal, dan keterlibatan orang tua di program Bina Keluarga Balita (BKB) terhadap pengasuhan, pertumbuhan, dan perkembangan jiwa anak usia dini. Metode dalam penelitian ini adalah kuantitatif dengan menggunakan sumber data sekunder. Sebanyak 3.894 orang Ibu menjadi responden pada Survei Kinerja dan Akuntabilitas Program (SKAP) 2019 Provinsi Jawa Barat. Hasil penelitian menunjukkan bahwa status ekonomi dan keterlibatan orang tua dalam program BKB berpengaruh signifikan terhadap pengasuhan, pertumbuhan, dan perkembangan jiwa anak usia dini. Selain itu, ada perbedaan signifikan antara status ekonomi orang tua yang tinggi, sedang, dan rendah. Hasil lainnya juga menunjukkan bahwa ada perbedaan signifikan antara mereka yang mengikuti program BKB dan tidak. Hasil penelitian secara umum memperkuat bahwa diperlukan fondasi yang kuat pada keluarga baik dari sisi ekonomi maupun dari segi partisipasi orang tua dalam kegiatan pembinaan dan kemasyarakatan.","MarlianiR., RamdaniZ., NuranyP. N., IrawanF. I., EkawatiR., & Nur G. Z. (2022). PENGARUH DEMOGRAFI KELUARGA DALAM PENGASUHAN PERTUMBUHAN DAN PERKEMBANGAN JIWA ANAK USIA DINI. Jurnal Ilmu Keluarga & Konsumen, 15(1), 39-50. https://doi.org/10.24156/jikk.2022.15.1.39","['sebanyak', 'orang', 'signifikan']","[0.1111111111111111, 0.09729299759390812, 0.0939480627334971]","{'sebanyak': 0.1111111111111111, 'orang': 0.09729299759390812, 'signifikan': 0.0939480627334971}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/38133/23022,"STRES PENGASUHAN, PENILAIAN IBU TERHADAP COVID-19, DAN PENGASUHAN SUPORTIF","Ibu, sebagai pengasuh utama anak, dapat mengalami stres pengasuhan yang kemudian berdampak pada menurunnya pengasuhan yang suportif kepada anak. Penelitian ini bertujuan untuk menganalisis pengaruh penilaian negatif ibu mengenai Covid-19 terhadap hubungan antara stres pengasuhan dengan pengasuhan suportif. Desain penelitian ini adalah crossectional, dengan pendekatan penelitian kuantitatif. Populasi penelitian ini merupakan ibu yang memiliki anak berusia 2-18 tahun. Dengan teknik convenience sampling, diperoleh responden ibu sebanyak 272 orang, yang berusia 21-54 tahun (M=38,49, SD=6,59). Pengambilan data dilakukan menggunakan platform kuesioner online. Analisis regresi linear menunjukkan bahwa stres pengasuhan berpengaruh negatif terhadap pengasuhan suportif. Uji moderasi dengan Hayes PROCESS menunjukkan bahwa penilaian ibu mengenai dampak Covid-19 dalam pemenuhan kebutuhan dapat memperkuat hubungan negatif antara stres pengasuhan dan pengasuhan suportif pada kadar yang rendah, sedang, maupun tinggi. Dengan demikian, stres pengasuhan yang dialami ibu berdampak pada rendahnya pengasuhan suportif pada anak, dan pengasuhan suportif ibu akan lebih rendah apabila ibu menilai dirinya kesulitan memenuhi kebutuhan keluarga akibat pandemi. Berdasarkan hasil penelitian ini, diperlukan tindakan preventif untuk mencegah peningkatan stres pengasuhan ibu serta untuk mempertahankan penilaian positif ibu terhadap Covid-19 sebagai upaya meningkatkan pengasuhan yang suportif.","AmaliaR. P., AbidinF. A., & LubisF. Y. (2022). STRES PENGASUHAN, PENILAIAN IBU TERHADAP COVID-19, DAN PENGASUHAN SUPORTIF . Jurnal Ilmu Keluarga & Konsumen, 15(1), 51-62. https://doi.org/10.24156/jikk.2022.15.1.51","['pengasuhan', 'ibu', 'penelitian']","[0.20025800374532668, 0.13752033426628138, 0.12253228830177136]","{'pengasuhan': 0.20025800374532668, 'ibu': 0.13752033426628138, 'penelitian': 0.12253228830177136}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/36000/23028,"PENGARUH GAYA PENGASUHAN ORANG TUA, IDENTITAS MORAL, DAN PEMISAHAN MORAL REMAJA TERHADAP PERILAKU CYBERBULLYING REMAJA","Peningkatan jumlah pengguna internet di Indonesia menjadi peluang terjadinya perilaku cyberbullying di kalangan remaja. Penelitian ini bertujuan untuk menganalisis pengaruh gaya pengasuhan, identitas moral, dan pemisahan moral terhadap perilaku cyberbullying pada remaja. Penelitian ini menggunakan desain studi cross sectional karena data yang dikumpulkan dan diteliti berada dalam satu waktu sehingga tidak berkelanjutan. Penelitian ini melibatkan 120 siswa SMA (usia 13-18 tahun) di Kota Bogor yang dipilih secara voluntary sampling. Data dianalisis menggunakan SPSS dan Smart Partial Least Square (PLS). Hasil uji PLS menunjukkan bahwa perilaku cyberbullying remaja dipengaruhi secara langsung positif oleh gaya pengasuhan penolakan ibu dan pemisahan moral remaja. Tingginya pengasuhan penolakan yang dilakukan oleh ibu dan pemisahan moral remaja yang juga tinggi akan mendorong remaja untuk melakukan perilaku cyberbullying kepada orang lain. Karakteristik keluarga yaitu lama pendidikan ibu dan status pekerjaan ibu berpengaruh secara signifikan terhadap gaya pengasuhan penolakan ibu. Karakteristik remaja yaitu usia remaja berpengaruh secara signifikan terhadap identitas moral remaja. Gaya pengasuhan penolakan ibu secara langsung positif memengaruhi pemisahan moral remaja. Identitas moral remaja secara negatif memengaruhi pemisahan moral.","PanggabeanW., HastutiD., & HerawatiT. (2022). PENGARUH GAYA PENGASUHAN ORANG TUA, IDENTITAS MORAL, DAN PEMISAHAN MORAL REMAJA TERHADAP PERILAKU CYBERBULLYING REMAJA. Jurnal Ilmu Keluarga & Konsumen, 15(1), 63-75. https://doi.org/10.24156/jikk.2022.15.1.63","['remaja', 'moral', 'ibu']","[0.18730055246811023, 0.15999662354044178, 0.1178310384544909]","{'remaja': 0.18730055246811023, 'moral': 0.15999662354044178, 'ibu': 0.1178310384544909}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/36420/23025,POLA ASUH DAN PERUNDUNGAN: TIGA LEVEL META ANALISIS,"Perundungan berdampak pada kesehatan mental siswa yang menjadi korban. Penelitian-penelitian yang telah dilakukan menunjukkan korelasi pola asuh dengan perundungan. Telaah lebih lanjut menunjukkan adanya perbedaan hasil antara penelitian-penelitian tersebut. Tujuan dari penelitian metaanalisis ini untuk menguji asosiasi pola asuh (demokratis, permisif, dan ototriter) dengan perundungan berdasarkan hasil-hasil korelasional antara pola asuh dan perundungan yang telah dilakukan oleh peneliti. Laporan penelitian yang digunakan adalah penelitian yang terbit antara 2010 sampai dengan 2019 dari data base Taylor and Francis, ProQuest, ScienceDirect, dan Portal Garuda. Berdasarkan diagram PRISMA, dari 233 penelitian diperoleh 18 data sekunder dengan karakteristik sampel yaitu siswa dan mahasiswa. Pola asuh demokratis dengan perilaku perundungan ditemukan tidak berkorelasi (Zr= -0,0970 dengan CI: -0,204 – 0,01; p>0,05) dan menunjukkan bias publikasi yang tinggi (fail-safe N= 16), sedangkan pola asuh otoriter dan perundungan berkorelasi positif (Zr= 0,280 dengan CI:0,195 – 0,365; p < 0,01) dan menunjukkan bias publikasi yang rendah (fail-safe N= 1536). Pola asuh permisif dengan perundungan juga menunjukkan korelasi positif (Zr= 0,223 dengan CI: 0,060 – 0,387; p < 0,01) dan menunjukkan bias publikasi yang rendah (fail-safe N= 171). Tingkat pendidikan sebagai variabel moderator bagi pola asuh demokratis dengan perundungan.","HannanH., & WahyuningsihH. (2022). POLA ASUH DAN PERUNDUNGAN: TIGA LEVEL META ANALISIS. Jurnal Ilmu Keluarga & Konsumen, 15(1), 76-89. https://doi.org/10.24156/jikk.2022.15.1.76","['penelitian', 'perundungan', 'asuh']","[0.18124312143029814, 0.14379919241092282, 0.1338391349813041]","{'penelitian': 0.18124312143029814, 'perundungan': 0.14379919241092282, 'asuh': 0.1338391349813041}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/34202/22410,CONFIRMATORY FACTOR ANALYSIS PADA PENGUKURAN KEHARMONISAN KELUARGA (FHS-24),"Keharmonisan keluarga adalah ketahanan keluarga secara sosial psikologis, yang merupakan konsep penting sebagai penentu karakter anak dankepribadian positif anak. Namun, belum ditemukan publikasi validitas alat ukur keharmonisan keluarga di Indonesia. Hanya satu pengukuran keharmonisan keluarga dengan validitas dan reliabilitas yang telah dipublikasikan, yaitu FHS-24 (Family Harmony Scale) oleh Kavikondala et al. Penelitian ini bertujuan untuk mengidentifikasi alat ukur keharmonisan keluarga FHS-24 pada responden keluarga di Indonesia. Desain penelitian ini adalah cross-sectional, yaitu penelitian yang melibatkan beberapa variabel dan melihat hubungan antar variabel. Analisis data penelitian menggunakan metode SEM (Structure Equation Models) dengan CFA (Confirmatory Fit Analysis). Jumlah responden adalah 308 suami istri yang berasal dari berbagai daerah di Indonesia. Hasil yang diperoleh adalah pengukuran keharmonisan keluarga menggunakan skala keharmonisan keluarga FHS-24 merupakan model yang fit untuk digunakan pada keluarga di Indonesia. Hal tersebut dapat dilihat dari model structural (hubungan antar aspek menunjukkan angka yang valid) maupun model pengukuran (masing-masing pernyataan menunjukkan angka yang valid). Skala FHS-24 dapat digunakan untuk mengukur keharmonisan keluarga di Indonesia.","FauziahN., HartiniN., HendrianiW., & FajriyanthiF. (2021). CONFIRMATORY FACTOR ANALYSIS PADA PENGUKURAN KEHARMONISAN KELUARGA (FHS-24). Jurnal Ilmu Keluarga & Konsumen, 14(3), 227-240. https://doi.org/10.24156/jikk.2021.14.3.227","['keluarga', 'keharmonisan', 'indonesia']","[0.18319043769456522, 0.13316238114662177, 0.11913338826398272]","{'keluarga': 0.18319043769456522, 'keharmonisan': 0.13316238114662177, 'indonesia': 0.11913338826398272}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/34449/22416,"PENGARUH FAKTOR SOSIAL EKONOMI, STRESSOR, DAN STRATEGI KOPING LANSIA TERHADAP STRES LANSIA SELAMA PANDEMI COVID-19","Lansia yang mengalami kondisi stres akan berdampak pada kualitas sumber saya manusia di Indonesia. Pandemi Covid-19 mengakibatkan beragam perubahan yang mengakibatkan munculnya stres, termasuk pada kelompok lanjut usia (lansia). Kondisi stres yang dialami oleh lansia dapat memengaruhi kualitas lansia di Indonesia. Penelitian ini bertujuan untuk menganalisis pengaruh karakteristik sosial ekonomi, stressor, strategi koping, dan praktek koping terhadap stres pada lansia selama masa pandemi. Penelitian ini menggunakan pendekatan kuantitiatif dengan desain cross sectional study yang melibatkan 210 responden berusia lansia. Pengolahan dan analisis data dilakukan secara deskriptif dan inferensial menggunakan uji tabulasi silang dan uji regresi. Responden perempuan dalam penelitian ini lebih banyak dibandingkan dengan responden laki-laki. Hasil penelitian menunjukkan bahwa lebih dari separuh responden berpendidikan tinggi yaitu tamat Perguruan Tinggi (PT). Lansia dalam penelitian ini mengalami tingkat stres dengan kategori yang rendah sebanyak 93,3 persen meskipun jumlah stres yang dialami akibat pandemi cukup banyak yakni sebanyak 22,9 persen. Stategi koping dan praktek koping yang dilakukan sudah sangat baik dilakukan oleh lansia dalam penelitian ini. Temuan menariknya adalah lansia yang menikah lebih banyak mengalami stres kategori tinggi. Hasil uji regresi juga menunjukkan bahwa faktor yang memengaruhi stres pada lansia secara signifikan selama masa pandemi ialah adalah usia, jenis kelamin, pendidikan, dan sumber stres. Hasil penelitian ini menyarankankan perlunya keterlibatan dan dukungan keluarga pada keluarga yang memiliki anggota keluarga berusia lansia.","Krisnatuti D., & LatifahE. W. (2021). PENGARUH FAKTOR SOSIAL EKONOMI, STRESSOR, DAN STRATEGI KOPING LANSIA TERHADAP STRES LANSIA SELAMA PANDEMI COVID-19. Jurnal Ilmu Keluarga & Konsumen, 14(3), 241-254. https://doi.org/10.24156/jikk.2021.14.3.241","['lansia', 'stres', 'penelitian']","[0.11788302718882035, 0.11362898486969196, 0.08148911924006609]","{'lansia': 0.11788302718882035, 'stres': 0.11362898486969196, 'penelitian': 0.08148911924006609}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/34428/22413,"INVESTIGASI ONLINE RESILIENCE REMAJA: EKSPLANASI PERANAN KARAKTERISTIK REMAJA, KARAKTERISTIK KELUARGA, KELEKATAN REMAJA-ORANG TUA, REGULASI EMOSI, DAN HUBUNGAN PERSAHABATAN","Penggunaan media sosial telah membawa sejumlah masalah bagi remaja seperti perundungan siber maupun pengalaman tidak nyaman lainnya sehingga remaja membutuhkan sebuah kemampuan untuk menghadapinya, yaitu online resilience. Penelitian ini bertujuan untuk menganalisis pengaruh karakteristik remaja, karakteristik keluarga, kelekatan remaja-orang tua, regulasi emosi, dan hubungan persahabatan terhadap online resilience pada remaja. Penelitian ini menggunakan pendekatan kuantitatif dan desain eksplanatori dengan melibatkan 224 remaja pengguna media sosial usia 15–18 tahun yang tinggal bersama orang tua lengkap dan tinggal di Kota Bogor. Teknik penarikan contoh yang digunakan adalah purposive sampling. Data diperoleh dengan pelaporan diri melalui kuesioner daring dan dianalisis dengan uji regresi linear berganda. Hasil menunjukkan bahwa lebih dari separuh remaja memiliki kelekatan dengan ayah kategori rendah (53,1%) dan kelekatan dengan ibu kategori sedang (51,3%). Sementara itu, lebih dari separuh remaja (61,2%) memiliki regulasi emosi penilaian ulang kategori sedang dan lebih dari sepertiga remaja (38,8%) memiliki regulasi emosi penekanan emosi kategori rendah. Selanjutnya, lebih dari separuh remaja memiliki hubungan teman sebaya kategori tinggi (68,3%) dan online resilience kategori sedang (57,1%). Hasil uji regresi (R2=0,394) menunjukkan bahwa jenis kelamin remaja, pendapatan per kapita, regulasi emosi penilaian ulang, dan hubungan persahabatan berpengaruh terhadap online resilience remaja. Implikasi hasil penelitian terhadap cara peningkatan online resilience dibahas lebih lanjut dalam artikel ini.","HasanahR. ’., & LatifahM. (2021). INVESTIGASI ONLINE RESILIENCE REMAJA: EKSPLANASI PERANAN KARAKTERISTIK REMAJA, KARAKTERISTIK KELUARGA, KELEKATAN REMAJA-ORANG TUA, REGULASI EMOSI, DAN HUBUNGAN PERSAHABATAN . Jurnal Ilmu Keluarga & Konsumen, 14(3), 270-281. https://doi.org/10.24156/jikk.2021.14.3.270","['remaja', 'kategori', 'lebih']","[0.1487911317249968, 0.1250956525405778, 0.09357197218464003]","{'remaja': 0.1487911317249968, 'kategori': 0.1250956525405778, 'lebih': 0.09357197218464003}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/36178/22417,FAKTOR-FAKTOR YANG MEMENGARUHI KEPUTUSAN PEMBELIAN DI INSTAGRAM: PERAN TRUST SEBAGAI VARIABEL MEDIATOR,"Makin banyaknya pelaku bisnis online dan tidak sedikit yang melakukan penipuan mengharuskan konsumen lebih selektif dalam memilih online shop sebelum memutuskan melakukan pembelian. Penelitian ini bertujuan untuk menganalisis pengaruh brand image, perceived risk, e-service quality, dan Electronic Word of Mouth (eWOM) terhadap keputusan pembelian di Instagram melalui trust sebagai variabel mediator. Desain penelitian yang digunakan yaitu cross-sectional study dengan pendekatan kuantitatif. Responden adalah masyarakat Indonesia yang pernah berbelanja di Instagram minimal satu kali selama enam bulan terakhir, berusia di atas 17 tahun dan berdomisili di Jabodetabek dengan jumlah 300 orang yang ditentukan secara voluntary sampling. Data dikumpulkan dengan cara mengisi kuesioner secara daring. Riset membuktikan terdapat pengaruh signifikan dan positif brand image dan eWOM terhadap keputusan pembelian melalui trust. Sebaliknya, tidak ada pengaruh yang signifikan antara perceived risk dan e-service quality terhadap keputusan pembelian melalui trust. Konsumen harus selektif dalam memilih merek, mencari, dan mengumpulkan informasi barang yang akan dibeli. Dalam hal ini, peran Pemerintah pun sangat penting untuk meningkatkan keberdayaan konsumen.","HakimA., SimanjuntakM., & HasanahN. (2021). FAKTOR-FAKTOR YANG MEMENGARUHI KEPUTUSAN PEMBELIAN DI INSTAGRAM: PERAN TRUST SEBAGAI VARIABEL MEDIATOR . Jurnal Ilmu Keluarga & Konsumen, 14(3), 296-309. https://doi.org/10.24156/jikk.2021.14.3.296","['pembelian', 'konsumen', 'keputusan']","[0.08443823311502613, 0.07889016744070293, 0.0774950155562092]","{'pembelian': 0.08443823311502613, 'konsumen': 0.07889016744070293, 'keputusan': 0.0774950155562092}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/33105/21871,EVALUASI PELAKSANAAN PENDIDIKAN KELUARGA PADA KAMPUNG KB DI KABUPATEN/KOTA PROVINSI SUMATRA BARAT,"Pelaksanaan pendidikan keluarga pada Kampung KB di Kabupaten/Kota Provinsi Sumatra Barat untuk mengatasi masalah kependudukan belum pernah dievaluasi sejak dicanangkan tahun 2016. Penelitian ini bertujuan untuk mengevaluasi pelaksanaan pendidikan keluarga pada Kampung KB di Kabupaten/Kota Provinsi Sumatra Barat. Penelitian ini menggunakan desain studi evaluatif dengan pendekatan kualitatif dan kuantitatif di Kota Padang, Kota Padang Panjang, Kabupaten Pasaman Barat, dan Kota Solok yang dipilih secara purposif pada tahun 2018 pada periode bulan Juli hingga Oktober. Sumber data dalam penelitian ini meliputi OPD-KB Kab/Kota, PLKB, Ketua, Kader, dan seksi Kampung KB, Tokoh Agama, Tokoh Masyarakat, Ketua PKK dan 50 PUS yang ditentukan secara systematic random sampling pada masing-masing Kampung KB. Analisis data dilakukan secara deskriptif. Hasil penelitian: pertama, pembinaan dan penggerakkan pendidikan keluarga oleh pengelola program Kampung KB masih belum memperlihatkan posisi sentral dalam meningkatkan kesadaran dan kemampuan teknis keluarga. Kedua, sarana dan prasarana pendidikan keluarga pada setiap Kampung KB masih belum terealisasi dengan semestinya. Ketiga, langkah dan upaya strategis dari Pemerintah belum terlihat untuk pencapaian indikator program Kampung KB dalam pelaksanaan pendidikan keluarga. Keempat, PUS memiliki pengetahuan dan partisipasi pada setiap kegiatan dan program yang diselenggarakan oleh Kampung KB. Hasil penelitian ini merekomendasikan pentingnya komitmen dan sinergi pemerintah, pengelola, masyarakat, dan stakeholder dalam menyukseskan pendidikan keluarga pada Kampung KB.","RemiswalR., SamadD., & FirmanA. J. (2021). EVALUASI PELAKSANAAN PENDIDIKAN KELUARGA PADA KAMPUNG KB DI KABUPATEN/KOTA PROVINSI SUMATRA BARAT . Jurnal Ilmu Keluarga & Konsumen, 14(2), 102-115. https://doi.org/10.24156/jikk.2021.14.2.102","['kb', 'keluarga', 'kampung']","[0.12779254400776802, 0.12025813490816531, 0.11975713658720781]","{'kb': 0.12779254400776802, 'keluarga': 0.12025813490816531, 'kampung': 0.11975713658720781}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/33851/21870,"PEMBAGIAN PERAN, TINGKAT INTERAKSI SUAMI-ISTRI SERTA PENGARUHNYA TERHADAP INDEKS KEBAHAGIAAN KELUARGA PETANI PADA DUA MASA","Data BPS untuk tiga tahun terakhir menunjukkan bahwa petani Indonesia sudah sejahtera dengan nilai tukar petani mencapai >100. Tujuan penelitian ini adalah menganalisis pengaruh peran gender dan interaksi suami-istri terhadap indeks kebahagiaan keluarga petani. Pendekatan penelitian adalah kuantitatif dengan desain cross-sectional study. Pengumpulan data primer menggunakan teknik wawancara melalui kuesioner. Pada penelitian ini, sampel dipilih secara purposive di Kecamatan Pamijahan, Kabupaten Bogor, Provinsi Jawa Barat. Kriteria suami adalah bekerja sebagai petani padi sawah serta istri bekerja yang menghasilkan uang. Jumlah sampel 70 orang. Hasilnya, kategori untuk variabel peran gender, interaksi suami-istri, serta indeks kebahagiaan keluarga petani adalah sedang. Ada perbedaan peran gender serta interaksi suami-istri keluarga petani setiap masanya. Data uji regresi menunjukkan bahwa ada pengaruh usia suami, pendapatan per kapita keluarga, serta interaksi suami-istri terhadap indeks kebahagiaan keluarga petani. Semakin tinggi usia suami, semakin besar pendapatan per kapita dan semakin intens interaksi suami-istri, semakin sejahtera keluarga petani. Implikasi penelitian adalah perlunya peningkatan indeks kebahagiaan petani melalui peningkatan pendapatan per kapita dan interaksi keluarga.","NadhifahL., PuspitawatiH., & DefinaD. (2021). PEMBAGIAN PERAN, TINGKAT INTERAKSI SUAMI-ISTRI SERTA PENGARUHNYA TERHADAP INDEKS KEBAHAGIAAN KELUARGA PETANI PADA DUA MASA . Jurnal Ilmu Keluarga & Konsumen, 14(2), 116-128. https://doi.org/10.24156/jikk.2021.14.2.116","['suami', 'petani', 'keluarga']","[0.11931571571055306, 0.11685326934696337, 0.10924447721281094]","{'suami': 0.11931571571055306, 'petani': 0.11685326934696337, 'keluarga': 0.10924447721281094}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/34204/21864,MEMBANGUN KELUARGA HARMONIS MELALUI CINTA DAN SPIRITUALITAS PADA PASANGAN SUAMI ISTRI DI PROVINSI JAWA TIMUR,"Keharmonisan keluarga merupakan tujuan dari setiap pernikahan yang dapat dicapai dengan adanya usaha dari pasangan suami istri untuk saling mencintai dan mengembangkan perilaku spiritual dalam kehidupan berkeluarga. Penelitian ini bertujuan untuk menganalisis peran spiritualitas sebagai variabel moderator yang mampu memperkuat hubungan antara cinta dan keharmonisan keluarga. Data diperoleh dari 410 pasangan suami istri (205 suami dan 205 istri) di tujuh kota (Malang, Surabaya, Pasuruan, Jember, Blitar, Batu, dan Jombang) yang ada di Provinsi Jawa Timur. Data diperoleh melalui alat ukur The Family Harmony Scale, The Triangular of Love Scale, dan Daily Spiritual Experience Scale. Data dianalisis menggunakan teknik deskriptif dan regresi. Hasil analisis menunjukkan bahwa cinta berpengaruh signifikan terhadap keharmonisan keluarga (β=0,625 p<0,01), dan spiritualitas mampu menjadi variabel yang memperkuat hubungan antara cinta dengan keharmonisan keluarga (β=0,688 p<0,01). Hasil penelitian ini berimplikasi bahwa memupuk perasaan cinta pada pasangan suami istri dapat mewujudkan keharmonisan dan untuk memperkuat hubungan tersebut maka pasangan perlu mengembangkan spiritualitas dalam kehidupan sehari-hari.","AzizR., & MangestutiR. (2021). MEMBANGUN KELUARGA HARMONIS MELALUI CINTA DAN SPIRITUALITAS PADA PASANGAN SUAMI ISTRI DI PROVINSI JAWA TIMUR. Jurnal Ilmu Keluarga & Konsumen, 14(2), 129-139. https://doi.org/10.24156/jikk.2021.14.2.129","['keharmonisan', 'keluarga', 'cinta']","[0.12125505833961066, 0.11445451471717315, 0.11300603763257293]","{'keharmonisan': 0.12125505833961066, 'keluarga': 0.11445451471717315, 'cinta': 0.11300603763257293}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/32189/21872,"PENGARUH KARAKTERISTIK PEKERJA SOSIAL, PASANGAN, INTERAKSI SUAMI ISTRI, DAN KESEJAHTERAAN SUBJEKTIF TERHADAP KUALITAS PERKAWINAN PEKERJA SOSIAL","Jakarta memiliki 28.819 kader PKK sampai tingkat Rukun Tetangga (RT) dan 70.902 kelompok dasawisma sebagai role model keluarga sejahtera bagi masyarakat di sekitarnya. Penelitian ini bertujuan untuk menganalisis pengaruh karakteristik pekerja sosial dan pasangan, interaksi suami istri, dan kesejahteraan subjektif terhadap kualitas perkawinan pekerja sosial di Provinsi Jakarta. Penelitian ini menggunakan metode kuantitatif. Contoh penelitian ini adalah pekerja sosial yang berprofesi sebagai kader Pemberdayaan dan Kesejahteraan Keluarga (PKK) tingkat kelurahan pada 10 kecamatan di Jakarta Timur. Sebanyak 100 pekerja sosial yang terdiri atas kelompok lama menikah ≤10 tahun dan >10 tahun dipilih menggunakan teknik disproportional random sampling. Data dikumpulkan dengan metode self-report dan dianalisis dengan SPSS (Statistical Package for the Social Sciences) dan SmartPLS (partial least squares). Uji t menunjukkan tidak ada perbedaan yang signifikan antara pendapatan keluarga, pendidikan, interaksi suami istri, kesejahteraan subjektif, dan kualitas perkawinan pada kedua kelompok lama menikah. Rata-rata indeks interaksi suami istri dan kualitas perkawinan lebih tinggi dari kesejahteraan subyektif. Pendidikan dan pendapatan keluarga berpengaruh secara signifikan terhadap interaksi suami istri. Kesejahteraan subjektif dan interaksi suami istri berpengaruh secara signifikan terhadap kualitas perkawinan. Interaksi suami istri melalui kesejahteraan subjektif berpengaruh secara tidak langsung terhadap kualitas perkawinan. Hasil penelitian menunjukkan tidak terdapat pengaruh lama menikah terhadap kualitas perkawinan.","Aspary  O., PuspitawatiH., & KrisnatutiD. (2021). PENGARUH KARAKTERISTIK PEKERJA SOSIAL, PASANGAN, INTERAKSI SUAMI ISTRI, DAN KESEJAHTERAAN SUBJEKTIF TERHADAP KUALITAS PERKAWINAN PEKERJA SOSIAL. Jurnal Ilmu Keluarga & Konsumen, 14(2), 140-151. https://doi.org/10.24156/jikk.2021.14.2.140","['interaksi', 'istri', 'suami']","[0.09755352852976858, 0.09755352852976858, 0.09755352852976858]","{'interaksi': 0.09755352852976858, 'istri': 0.09755352852976858, 'suami': 0.09755352852976858}",Indonesia
